"Game Title","User Rating",age_group_id,Price,platform_id,special_device_id,developer_publisher_id,release_year_id,genre_id,multiplayer_id,"Game Length (Hours)",game_quality_id,"User Review Text",game_mode_id,"Min Number of Players"
"Rocket League",21.9,3,32.46,3,1,8,8,3,1,22.1,41,"Solid game, but the gameplay is amazing.",1,4
Minecraft,35.4,1,36.07,1,1,19,8,4,2,54.9,50,"Disappointing game, but the gameplay is amazing.",2,4
"Super Mario Odyssey",32.6,4,32.68,3,2,40,3,2,2,56.1,15,"Great game, but the graphics could be better.",1,2
"Spelunky 2",28.3,4,44.26,3,2,40,9,9,2,26.5,10,"Great game, but the graphics could be better.",2,1
"Grand Theft Auto V",30,2,41.72,4,2,80,6,1,2,26.2,64,"Disappointing game, but the gameplay is amazing.",1,4
"Pillars of Eternity II: Deadfire",33.8,2,44.25,5,2,53,2,3,1,38.9,5,"Amazing game, but the graphics could be better.",2,5
"Super Mario Odyssey",20.7,2,24.42,1,2,34,10,10,1,35,56,"Great game, but the gameplay is amazing.",2,4
"Counter-Strike: Global Offensive",26.3,3,29.79,4,2,51,9,3,2,41.1,41,"Amazing game, but too many bugs.",1,2
"The Sims 4",34.5,2,59.85,5,2,41,10,1,2,20.9,23,"Solid game, but the gameplay is amazing.",1,6
"Pillars of Eternity II: Deadfire",30,1,41.26,4,2,46,9,9,1,37.4,28,"Amazing game, but the graphics could be better.",2,3
"Tekken 7",25.8,3,34.83,1,2,42,5,6,2,24.5,31,"Solid game, but the graphics could be better.",2,1
"Spelunky 2",39.7,1,48.67,1,2,4,4,1,1,49.4,41,"Great game, but too many bugs.",2,4
"Fall Guys",27.1,4,24.51,1,1,71,1,1,1,44.5,54,"Amazing game, but the gameplay is amazing.",1,7
"Mario Kart 8 Deluxe",28.7,3,31.56,5,2,33,3,2,2,37.9,9,"Amazing game, but too many bugs.",1,10
"Half-Life: Alyx",23.9,1,40.22,5,2,13,2,1,1,18.2,4,"Amazing game, but the graphics could be better.",2,6
"Overwatch 2",40.1,1,57.82,3,1,78,5,2,1,30.7,39,"Amazing game, but the graphics could be better.",1,10
"League of Legends",44.7,4,59.19,1,1,57,3,1,2,48.6,16,"Great game, but too many bugs.",2,8
"Portal 2",25.4,3,24.46,3,2,50,8,5,2,49.3,53,"Amazing game, but the gameplay is amazing.",1,8
"Tomb Raider (2013)",26.2,4,38.26,1,2,75,6,8,2,27.5,8,"Amazing game, but too many bugs.",1,8
"Halo Infinite",15,3,21.86,3,1,2,14,6,2,19.5,64,"Disappointing game, but the graphics could be better.",1,2
"Overwatch 2",32.5,3,34.66,4,1,86,10,7,2,51.4,15,"Solid game, but too many bugs.",1,8
"Super Smash Bros. Ultimate",37.3,1,50.13,1,1,14,10,7,2,38.3,2,"Amazing game, but the gameplay is amazing.",1,4
"Spelunky 2",20.8,1,28.34,1,2,64,6,8,2,16.4,18,"Amazing game, but the gameplay is amazing.",2,3
"Fall Guys",29.3,2,42.05,1,2,57,10,6,1,22.4,10,"Disappointing game, but the graphics could be better.",1,4
"Spelunky 2",30,2,31.18,2,1,48,1,2,1,47.4,51,"Great game, but the graphics could be better.",2,3
"Red Dead Redemption 2",36.1,4,52.87,4,1,25,14,7,1,30.7,13,"Amazing game, but the graphics could be better.",2,10
"Tekken 7",26.7,4,40.24,5,1,9,6,3,1,21.4,34,"Great game, but the gameplay is amazing.",2,6
"Overwatch 2",26.8,4,49.57,5,2,35,3,9,2,5.7,19,"Disappointing game, but the gameplay is amazing.",2,8
"Kingdom Hearts III",39.7,3,43.23,3,2,67,11,10,2,55.6,57,"Disappointing game, but the gameplay is amazing.",2,5
"Red Dead Redemption 2",34.6,4,35.15,5,1,16,14,3,2,54.6,16,"Great game, but the graphics could be better.",2,2
"Overwatch 2",36.4,3,45.53,1,1,27,12,2,2,42.5,4,"Disappointing game, but the gameplay is amazing.",2,6
"Spelunky 2",28.1,3,47.76,3,2,45,2,6,2,17.7,18,"Great game, but too many bugs.",1,2
"1000-Piece Puzzle",36,1,51.48,1,2,61,10,2,2,31.2,21,"Solid game, but the gameplay is amazing.",2,1
"Call of Duty: Modern Warfare 2",30,1,31.15,1,1,37,12,4,2,41.6,12,"Great game, but the graphics could be better.",2,1
"Portal 2",29.7,3,53.79,4,2,15,1,4,2,6,1,"Amazing game, but the graphics could be better.",1,8
"Animal Crossing: New Horizons",28.3,1,33.63,2,2,9,7,6,2,44.3,12,"Amazing game, but the graphics could be better.",1,5
"Red Dead Redemption 2",39.5,2,42.56,5,1,48,13,5,2,54.6,1,"Solid game, but the graphics could be better.",1,10
"Rocket League",41.1,2,44.2,4,2,47,12,2,2,59.4,20,"Disappointing game, but too many bugs.",1,7
"Red Dead Redemption 2",23.6,2,34.75,5,2,80,3,5,1,19.9,47,"Amazing game, but the gameplay is amazing.",1,7
"Pillars of Eternity II: Deadfire",27,2,49.06,1,1,21,5,9,2,13.3,1,"Amazing game, but the graphics could be better.",1,4
"Call of Duty: Modern Warfare 2",41.2,4,54.79,1,1,36,8,5,1,42.1,13,"Great game, but the graphics could be better.",2,3
"The Legend of Zelda: Breath of the Wild",40.7,3,48.13,1,2,35,10,3,1,56.3,32,"Great game, but too many bugs.",2,8
"PokÃ©mon Scarlet & Violet",19.8,4,36.01,4,1,27,7,6,1,8.2,43,"Amazing game, but too many bugs.",2,2
"FIFA 24",30,2,33.58,2,1,78,10,7,2,42.5,36,"Great game, but the graphics could be better.",1,3
"Bioshock Infinite",44.5,1,58.58,5,1,53,14,2,1,45.1,59,"Amazing game, but the gameplay is amazing.",2,3
"Call of Duty: Modern Warfare 2",39.7,2,55.55,2,1,23,10,7,1,37.4,26,"Great game, but too many bugs.",1,5
"Halo Infinite",16.8,3,25.26,4,2,70,9,3,1,19.1,29,"Disappointing game, but the gameplay is amazing.",2,8
"Mario Kart 8 Deluxe",22,3,24.27,4,2,55,13,10,1,35.3,54,"Amazing game, but too many bugs.",2,7
"Bioshock Infinite",15.4,3,28.61,1,1,75,7,8,1,5.5,31,"Amazing game, but the gameplay is amazing.",2,1
"Pillars of Eternity II: Deadfire",32.3,1,50.52,1,2,13,11,5,1,28.3,2,"Great game, but too many bugs.",1,6
Tetris,38.4,3,45.01,4,2,81,13,10,2,53.2,6,"Amazing game, but too many bugs.",1,8
"PokÃ©mon Scarlet & Violet",27.4,3,38.6,1,2,17,5,3,2,22.3,26,"Amazing game, but too many bugs.",2,2
"Animal Crossing: New Horizons",22.5,3,27.28,1,1,10,6,6,2,33.8,56,"Great game, but the gameplay is amazing.",2,6
"Half-Life: Alyx",27.6,1,20.49,2,2,17,6,3,1,54.8,19,"Solid game, but the gameplay is amazing.",1,4
"Tomb Raider (2013)",17.9,1,22.1,2,1,88,10,10,1,22.9,55,"Amazing game, but too many bugs.",1,3
Tetris,27.2,3,39.84,2,1,13,11,8,2,24.2,25,"Solid game, but the graphics could be better.",1,8
"Mario Kart 8 Deluxe",23.9,1,41.64,2,2,44,1,10,2,12.3,24,"Great game, but the gameplay is amazing.",2,5
"The Legend of Zelda: Breath of the Wild",21.4,2,39.9,1,1,86,10,1,1,11.1,27,"Amazing game, but too many bugs.",1,1
"Half-Life: Alyx",36.8,2,48,5,1,31,8,9,1,40,49,"Great game, but the gameplay is amazing.",2,10
"Street Fighter V",30,1,50.67,1,2,34,14,6,2,17.6,15,"Amazing game, but the gameplay is amazing.",2,10
"Sid Meierâ€™s Civilization VI",21.5,2,38.81,4,2,32,3,10,1,7.1,44,"Disappointing game, but the graphics could be better.",1,6
"Tekken 7",23.3,2,33.92,2,2,80,10,5,2,16,21,"Solid game, but the graphics could be better.",1,5
"Counter-Strike: Global Offensive",35,4,42.9,2,1,13,14,8,1,39.6,37,"Amazing game, but the gameplay is amazing.",2,8
"Super Mario Odyssey",12.6,3,21.4,5,1,57,4,8,2,12.6,18,"Disappointing game, but the gameplay is amazing.",2,5
"Overwatch 2",27.5,3,45.45,3,1,51,11,5,1,20.7,6,"Disappointing game, but too many bugs.",1,5
"Sid Meierâ€™s Civilization VI",18.1,4,20.78,2,1,52,7,10,2,20.4,32,"Amazing game, but the gameplay is amazing.",2,6
"Super Mario Odyssey",32.3,4,41.49,5,2,11,14,5,2,33.9,62,"Amazing game, but the gameplay is amazing.",2,7
Cuphead,19.3,2,36.01,2,2,31,7,4,1,5.8,59,"Solid game, but the graphics could be better.",1,10
"Counter-Strike: Global Offensive",20.2,4,28.4,5,1,72,4,8,2,22.2,21,"Solid game, but too many bugs.",1,10
"Sid Meierâ€™s Civilization VI",32.7,1,36.1,3,1,61,2,5,1,49.7,44,"Solid game, but the graphics could be better.",1,7
"Counter-Strike: Global Offensive",29.3,4,32.13,3,1,69,11,5,1,39.6,21,"Solid game, but the gameplay is amazing.",2,7
"Just Dance 2024",34.8,2,38.32,5,2,64,4,1,2,46.6,27,"Solid game, but too many bugs.",1,1
"Super Smash Bros. Ultimate",31.9,1,50.71,1,1,50,11,3,2,21.7,32,"Disappointing game, but too many bugs.",1,10
"League of Legends",22.9,1,41.55,2,1,49,11,10,2,12,63,"Solid game, but the graphics could be better.",2,8
Tetris,21.6,1,20.14,3,1,19,9,8,1,31.9,37,"Solid game, but the graphics could be better.",2,10
"FIFA 24",18.6,4,20.18,5,1,83,9,8,2,22.4,2,"Solid game, but the gameplay is amazing.",1,6
"Just Dance 2024",21.3,2,30.04,1,2,33,10,9,1,19.8,51,"Amazing game, but the graphics could be better.",1,10
"Half-Life: Alyx",25.2,4,32.81,2,2,7,14,7,1,24.1,46,"Solid game, but the gameplay is amazing.",2,4
"Just Dance 2024",27.4,1,51.92,4,1,28,2,5,1,6.6,16,"Solid game, but too many bugs.",1,6
"Ghost of Tsushima",43.3,1,55.07,4,2,23,5,4,1,58.8,46,"Disappointing game, but the graphics could be better.",2,5
"Street Fighter V",42.5,2,52.93,4,2,2,6,6,2,47.3,16,"Solid game, but the gameplay is amazing.",1,4
"Ghost of Tsushima",31.3,2,58.63,1,1,78,1,4,1,6.2,57,"Great game, but the graphics could be better.",2,2
"Counter-Strike: Global Offensive",38.9,4,54.83,3,2,50,9,4,1,43.1,29,"Great game, but the graphics could be better.",1,3
"Ghost of Tsushima",21.7,4,26.38,1,2,70,7,4,1,27.5,10,"Amazing game, but too many bugs.",2,10
Fortnite,24.1,4,37.05,3,2,37,8,7,1,21.3,39,"Disappointing game, but the graphics could be better.",1,7
"Portal 2",41.1,2,55.37,3,1,84,3,9,2,40.7,27,"Disappointing game, but the gameplay is amazing.",2,8
"Super Smash Bros. Ultimate",21,4,36.03,1,1,70,1,5,2,8.9,49,"Amazing game, but the graphics could be better.",2,8
"Halo Infinite",24.1,3,42.35,1,2,53,12,5,1,16.3,18,"Disappointing game, but the gameplay is amazing.",2,6
Minecraft,21.6,1,25.66,1,2,23,13,5,2,34.9,2,"Disappointing game, but the graphics could be better.",1,4
"Stardew Valley",29.8,2,45.23,3,1,67,3,7,2,27.6,58,"Disappointing game, but too many bugs.",1,2
"Portal 2",36.5,3,51.69,3,2,30,7,10,1,41.5,49,"Solid game, but the graphics could be better.",1,4
Minecraft,24.2,1,23.65,5,2,57,12,9,2,47.6,15,"Amazing game, but the graphics could be better.",1,10
"Bioshock Infinite",28.5,4,33.63,1,1,90,4,9,1,35.8,58,"Amazing game, but the gameplay is amazing.",1,10
"Sid Meierâ€™s Civilization VI",30.8,3,55.95,2,2,80,8,1,2,8.7,56,"Great game, but the graphics could be better.",1,6
"Bioshock Infinite",27.6,1,44.67,5,2,15,2,6,2,15.3,63,"Solid game, but too many bugs.",2,3
"Tomb Raider (2013)",30.2,2,39.58,1,1,6,8,7,2,39.7,10,"Solid game, but too many bugs.",2,8
"The Legend of Zelda: Breath of the Wild",27.5,4,28.67,1,2,30,11,9,2,50.3,40,"Disappointing game, but too many bugs.",1,10
"Counter-Strike: Global Offensive",40.6,3,58.75,4,1,84,6,7,1,38.2,31,"Disappointing game, but the gameplay is amazing.",2,10
Cuphead,38,3,48.16,5,2,25,12,9,2,50.1,22,"Great game, but too many bugs.",2,3
"Fall Guys",19.2,4,25.71,5,1,32,11,4,2,18.5,16,"Solid game, but too many bugs.",1,10
"Grand Theft Auto V",31,3,42.64,1,2,16,14,9,1,38.9,14,"Solid game, but the gameplay is amazing.",1,5
"The Sims 4",31.6,3,49.17,2,2,2,12,1,1,26.2,32,"Amazing game, but the gameplay is amazing.",2,7
"Ghost of Tsushima",36.7,2,54.47,2,1,18,13,2,2,35.1,31,"Disappointing game, but the gameplay is amazing.",1,5
"Tomb Raider (2013)",25.4,3,29.28,4,2,5,11,9,2,41.1,5,"Solid game, but the gameplay is amazing.",1,4
Hades,17.9,1,23.61,5,1,32,9,2,1,18.2,31,"Amazing game, but too many bugs.",2,4
"Bioshock Infinite",26,1,39.41,2,2,22,11,1,2,18.3,13,"Solid game, but the gameplay is amazing.",2,4
"Sid Meierâ€™s Civilization VI",35.5,3,51.5,5,2,63,4,10,2,34.4,5,"Great game, but the graphics could be better.",2,2
"Super Smash Bros. Ultimate",28.9,3,36.59,2,1,66,2,9,2,39.6,34,"Amazing game, but too many bugs.",1,8
"League of Legends",32.1,2,51.95,1,2,40,13,4,1,19,8,"Solid game, but too many bugs.",2,8
"Overwatch 2",27.9,4,27.04,5,2,8,3,7,2,49.8,5,"Disappointing game, but the gameplay is amazing.",1,3
"The Sims 4",31.2,1,44.05,2,2,21,3,5,2,30.9,26,"Disappointing game, but too many bugs.",1,3
"FIFA 24",30.4,3,46.17,1,1,9,5,6,1,29.3,23,"Disappointing game, but the graphics could be better.",1,1
"The Sims 4",32.1,4,54.89,2,1,52,8,4,1,14.2,44,"Amazing game, but too many bugs.",2,3
"PokÃ©mon Scarlet & Violet",31.6,3,44.29,5,2,72,9,1,2,26.8,55,"Great game, but too many bugs.",1,3
Minecraft,32.3,3,47.78,3,1,19,8,3,2,21.6,44,"Great game, but the gameplay is amazing.",1,3
"Spelunky 2",23.4,4,41.12,1,1,8,11,8,1,10.8,19,"Great game, but the gameplay is amazing.",2,1
"The Elder Scrolls V: Skyrim",25.8,4,29.84,5,2,2,10,2,1,36.6,27,"Great game, but the graphics could be better.",1,8
"Bioshock Infinite",23.6,3,40.28,5,1,6,8,10,2,10.5,54,"Disappointing game, but the graphics could be better.",1,3
"Among Us",31.6,3,41.66,2,2,67,4,2,1,31.5,10,"Disappointing game, but the graphics could be better.",1,7
"Among Us",40.8,4,50.34,3,1,28,14,10,2,49.9,40,"Disappointing game, but the graphics could be better.",2,4
Tetris,25.6,4,24.76,1,2,68,2,8,1,49.2,10,"Great game, but the graphics could be better.",2,4
"Red Dead Redemption 2",29.6,4,50.6,2,1,63,4,10,1,14.5,53,"Amazing game, but the gameplay is amazing.",1,3
"Call of Duty: Modern Warfare 2",32.9,2,36.89,1,2,22,9,7,1,51.9,56,"Amazing game, but the gameplay is amazing.",2,7
"Pillars of Eternity II: Deadfire",33.6,4,56.36,4,2,87,3,6,1,22.3,49,"Solid game, but the gameplay is amazing.",2,4
"Halo Infinite",32.5,2,48.76,4,1,24,7,2,2,23.9,29,"Great game, but the gameplay is amazing.",2,2
"The Witcher 3: Wild Hunt",17.5,3,33.1,3,2,38,5,6,1,5.6,60,"Great game, but the gameplay is amazing.",1,1
"Super Smash Bros. Ultimate",25.3,1,38.74,2,1,48,1,10,1,18.9,13,"Great game, but the graphics could be better.",2,7
"Street Fighter V",21.1,3,40.82,5,2,51,2,6,1,6.9,15,"Disappointing game, but the graphics could be better.",1,1
"Street Fighter V",31.8,2,50.22,3,1,58,9,2,1,23.2,2,"Amazing game, but the graphics could be better.",1,2
Minecraft,38.8,3,50.41,3,2,79,10,1,2,42.5,42,"Disappointing game, but the graphics could be better.",1,2
"The Legend of Zelda: Breath of the Wild",43.2,4,53.22,1,2,77,9,6,2,59.4,9,"Amazing game, but the gameplay is amazing.",2,6
"League of Legends",27.7,3,47.48,5,1,66,3,6,1,6.6,62,"Disappointing game, but the graphics could be better.",2,8
"Spelunky 2",38.3,4,47.34,2,1,68,14,3,1,48.6,57,"Disappointing game, but the graphics could be better.",2,6
"The Elder Scrolls V: Skyrim",40.5,4,57.47,3,2,43,14,1,2,37.7,60,"Great game, but the gameplay is amazing.",2,8
"Halo Infinite",25.2,2,45,4,2,46,9,10,2,11.9,16,"Great game, but too many bugs.",1,5
"Halo Infinite",28.3,3,27.27,5,2,47,12,6,2,54.4,22,"Amazing game, but too many bugs.",1,8
"Half-Life: Alyx",35.2,4,39.54,5,1,82,10,2,2,49.2,54,"Great game, but too many bugs.",2,1
"Super Mario Odyssey",26.4,4,42.6,1,2,16,1,3,2,13.8,22,"Solid game, but the graphics could be better.",1,7
"Kingdom Hearts III",41.5,4,53.96,4,2,75,4,7,2,48.1,38,"Great game, but the graphics could be better.",1,10
"The Sims 4",27.3,4,40.63,1,1,15,11,3,2,24.9,2,"Amazing game, but the gameplay is amazing.",1,2
"Portal 2",29.9,3,27.25,2,2,21,13,1,2,47.9,49,"Great game, but the gameplay is amazing.",1,1
Hades,23.8,4,20.31,3,2,20,13,9,1,43.3,57,"Disappointing game, but too many bugs.",2,2
Cuphead,39.9,3,48.13,1,2,84,2,10,1,53.2,50,"Amazing game, but the graphics could be better.",1,1
"Ghost of Tsushima",28,1,28.03,2,2,8,5,8,2,43.8,33,"Amazing game, but too many bugs.",1,5
"The Legend of Zelda: Breath of the Wild",26.5,1,24.8,3,2,12,8,9,1,45.9,7,"Solid game, but the graphics could be better.",2,7
"Halo Infinite",23.7,2,33.04,2,1,51,5,5,2,28.6,22,"Amazing game, but too many bugs.",2,6
Fortnite,23.7,3,42.33,4,1,53,5,7,1,8.5,60,"Disappointing game, but the gameplay is amazing.",2,8
"Hitman 3",34.4,2,59.74,2,2,67,2,2,1,13.8,57,"Disappointing game, but the graphics could be better.",2,4
"Rocket League",38.7,3,47.39,2,2,53,13,2,1,49.8,14,"Disappointing game, but the gameplay is amazing.",1,10
"The Elder Scrolls V: Skyrim",33.9,1,33.96,4,1,1,1,4,1,53.5,55,"Disappointing game, but the gameplay is amazing.",1,3
"The Elder Scrolls V: Skyrim",27.2,4,28.4,2,2,4,8,2,1,38.4,51,"Amazing game, but the graphics could be better.",2,2
"Call of Duty: Modern Warfare 2",21.4,3,28.54,3,2,67,7,8,1,27.4,4,"Solid game, but too many bugs.",2,5
Cuphead,20.7,2,25.49,5,1,37,6,9,2,22.8,37,"Amazing game, but too many bugs.",2,3
"Tekken 7",37.5,1,57.17,1,2,63,5,8,1,34.2,28,"Solid game, but the gameplay is amazing.",2,4
"Sid Meierâ€™s Civilization VI",26.6,1,26.5,2,2,85,13,6,2,37.9,9,"Disappointing game, but too many bugs.",2,4
"Pillars of Eternity II: Deadfire",47.3,2,57.17,1,1,3,13,6,1,58.9,35,"Disappointing game, but the graphics could be better.",1,6
"Call of Duty: Modern Warfare 2",16.2,4,25.12,5,1,25,12,2,2,17.2,37,"Amazing game, but the graphics could be better.",1,10
Fortnite,25.3,4,36.11,1,1,79,7,6,2,28.7,17,"Amazing game, but the graphics could be better.",1,7
"1000-Piece Puzzle",32.8,1,44.95,2,2,88,2,8,2,37.7,18,"Great game, but too many bugs.",1,5
"The Witcher 3: Wild Hunt",35.3,2,50.4,4,2,22,12,3,2,32.4,12,"Amazing game, but the graphics could be better.",2,7
"Tekken 7",41.2,1,50.29,3,2,1,6,10,2,47.6,63,"Amazing game, but too many bugs.",2,10
"Super Mario Odyssey",31.4,1,44.21,2,1,84,5,2,2,35.2,12,"Amazing game, but the gameplay is amazing.",1,4
"The Witcher 3: Wild Hunt",14.9,4,20.26,5,2,47,4,6,1,14.6,29,"Great game, but the gameplay is amazing.",1,7
"Animal Crossing: New Horizons",34.2,4,53.77,4,1,90,8,2,2,23.3,57,"Amazing game, but the gameplay is amazing.",2,8
Minecraft,23,2,43.36,5,1,88,9,2,2,7.9,52,"Disappointing game, but the gameplay is amazing.",2,4
"Bioshock Infinite",23.6,1,33.51,2,1,14,6,7,1,23,15,"Solid game, but the graphics could be better.",1,5
"Just Dance 2024",43.9,2,52.8,1,1,1,12,8,1,54.4,33,"Solid game, but the gameplay is amazing.",1,7
"League of Legends",30.2,2,30.48,3,1,45,9,1,2,44.5,51,"Amazing game, but too many bugs.",1,1
"Bioshock Infinite",36.2,2,57.62,1,1,63,10,8,1,24.7,56,"Great game, but the graphics could be better.",1,2
Cuphead,34.9,4,40.43,4,1,17,1,4,2,45.6,51,"Solid game, but the graphics could be better.",1,5
"Animal Crossing: New Horizons",44.3,2,58.65,3,2,10,1,4,1,52.1,56,"Amazing game, but the graphics could be better.",2,1
"Half-Life: Alyx",27.1,4,21.87,4,2,30,1,5,2,55.1,41,"Solid game, but too many bugs.",1,10
"Mario Kart 8 Deluxe",23.1,3,23.54,1,2,12,4,6,1,34,33,"Solid game, but the graphics could be better.",2,3
"Hitman 3",34.3,4,33.41,3,1,50,10,2,1,53.4,50,"Great game, but the gameplay is amazing.",2,6
"Bioshock Infinite",32,3,31.07,5,2,67,6,9,1,48.2,43,"Solid game, but the graphics could be better.",2,6
"Among Us",29.8,2,33.34,1,2,7,9,8,2,47.4,38,"Solid game, but too many bugs.",1,4
"The Legend of Zelda: Breath of the Wild",22.5,3,25.67,4,1,32,1,1,1,38.4,8,"Solid game, but the graphics could be better.",1,7
"Sid Meierâ€™s Civilization VI",30,2,24.22,2,2,23,9,6,1,54.4,1,"Amazing game, but the gameplay is amazing.",1,2
"The Sims 4",36.7,4,46.9,1,2,16,1,7,2,45.4,60,"Great game, but the gameplay is amazing.",1,3
"The Legend of Zelda: Breath of the Wild",31.2,3,32.54,1,1,54,9,4,1,50.5,1,"Solid game, but too many bugs.",2,5
Hades,27,2,33.05,2,1,66,7,5,2,29.2,54,"Great game, but the gameplay is amazing.",1,7
"FIFA 24",32.3,3,51.52,4,1,54,10,9,1,27.5,41,"Disappointing game, but the graphics could be better.",1,2
"The Legend of Zelda: Breath of the Wild",23,3,25,3,1,21,7,2,2,28.6,51,"Disappointing game, but too many bugs.",2,5
"Hitman 3",34.2,2,49.94,5,1,26,13,3,1,28.3,28,"Great game, but too many bugs.",2,5
"Overwatch 2",37.4,4,41.86,5,1,35,13,1,1,53.3,9,"Solid game, but the graphics could be better.",1,10
"Portal 2",36.5,4,42.29,4,1,52,9,4,1,46,42,"Disappointing game, but the gameplay is amazing.",1,8
"Pillars of Eternity II: Deadfire",20.2,3,33.76,4,1,41,2,7,2,17.3,32,"Great game, but the graphics could be better.",2,2
Fortnite,43.3,3,57.18,4,1,33,4,7,1,42.6,58,"Disappointing game, but the gameplay is amazing.",2,6
"Counter-Strike: Global Offensive",22.3,3,25.81,4,1,13,12,7,1,32.7,6,"Disappointing game, but too many bugs.",2,10
"Mario Kart 8 Deluxe",30.9,2,37.16,1,2,65,1,4,1,46.4,5,"Solid game, but too many bugs.",2,2
"Bioshock Infinite",23.5,2,33.02,5,2,28,5,7,1,24.8,44,"Disappointing game, but the gameplay is amazing.",1,4
"PokÃ©mon Scarlet & Violet",37,3,59.6,1,2,6,14,7,2,17.4,39,"Amazing game, but too many bugs.",2,5
Fortnite,15.8,3,25.28,3,2,12,10,4,2,15.3,34,"Great game, but too many bugs.",1,10
"Among Us",22.6,4,28.52,1,1,28,12,7,1,25.7,33,"Solid game, but the gameplay is amazing.",2,1
Fortnite,25.5,4,25.68,3,1,79,12,7,2,44.9,4,"Great game, but the graphics could be better.",1,4
Minecraft,38.4,2,54.6,2,2,4,14,2,1,30.8,25,"Disappointing game, but the gameplay is amazing.",2,8
"Ghost of Tsushima",21.3,4,24.31,3,2,28,6,9,1,24.6,31,"Solid game, but the graphics could be better.",2,1
"Grand Theft Auto V",30.7,3,34.89,5,1,70,12,3,1,39.9,4,"Amazing game, but the gameplay is amazing.",1,2
"Counter-Strike: Global Offensive",30.2,4,34.21,3,2,38,5,7,1,48.8,30,"Amazing game, but too many bugs.",2,8
"Among Us",46.1,2,56.71,4,2,9,9,5,2,55.1,58,"Solid game, but the graphics could be better.",2,5
"Stardew Valley",16.3,2,33.31,2,1,81,10,9,1,5.6,2,"Great game, but too many bugs.",1,6
"The Elder Scrolls V: Skyrim",39.1,3,51.6,3,2,23,8,9,2,43.9,6,"Amazing game, but the graphics could be better.",1,3
Hades,40.7,3,57.64,4,2,4,4,3,1,39.5,35,"Solid game, but too many bugs.",1,5
"1000-Piece Puzzle",26.4,2,29.82,3,1,18,14,7,1,39.2,56,"Great game, but too many bugs.",2,10
"Pillars of Eternity II: Deadfire",34.7,2,38.55,2,1,60,5,1,1,51.1,23,"Great game, but the graphics could be better.",2,3
"Tekken 7",39.4,4,46.56,1,1,24,3,8,1,53.6,64,"Great game, but the graphics could be better.",2,2
"League of Legends",19.7,2,24.44,1,1,65,10,8,1,22.9,17,"Disappointing game, but too many bugs.",1,4
"Overwatch 2",18.8,2,30.81,4,1,88,11,4,2,13.8,62,"Disappointing game, but too many bugs.",1,4
"PokÃ©mon Scarlet & Violet",25.4,4,33.48,1,2,9,13,7,1,31.6,2,"Solid game, but the gameplay is amazing.",2,5
Minecraft,23.9,1,37.49,2,2,55,11,4,1,15.6,1,"Great game, but the gameplay is amazing.",1,3
"Sid Meierâ€™s Civilization VI",21.2,2,34.99,4,1,25,10,1,1,13.5,59,"Amazing game, but too many bugs.",1,6
"Ghost of Tsushima",23,3,22.21,3,2,5,7,3,2,36,13,"Disappointing game, but too many bugs.",2,3
"Grand Theft Auto V",32.9,3,37.81,4,2,42,1,10,2,43.6,38,"Great game, but too many bugs.",2,6
"The Legend of Zelda: Breath of the Wild",29.2,2,50.65,5,1,57,7,9,2,13.8,51,"Amazing game, but too many bugs.",2,8
"Tekken 7",35.6,3,41.71,4,2,5,1,9,1,55.3,24,"Solid game, but the graphics could be better.",1,3
"League of Legends",35.4,2,54.94,4,2,87,10,5,2,26.6,27,"Amazing game, but too many bugs.",2,6
"Just Dance 2024",41,1,50.42,1,2,56,5,2,1,54,56,"Amazing game, but the gameplay is amazing.",2,2
"Half-Life: Alyx",33.7,4,36.36,2,2,11,12,4,2,49.6,31,"Solid game, but too many bugs.",1,7
"Halo Infinite",13.7,4,22.19,4,1,64,1,9,2,9.7,11,"Amazing game, but too many bugs.",2,1
"Halo Infinite",24.3,1,48.91,3,2,76,1,4,2,6.1,29,"Great game, but the graphics could be better.",1,7
"Mario Kart 8 Deluxe",30.5,1,40.75,1,1,56,3,7,1,29.8,2,"Disappointing game, but too many bugs.",2,6
"1000-Piece Puzzle",30.9,4,40.18,3,1,26,8,9,2,33.4,22,"Disappointing game, but the graphics could be better.",1,3
"Call of Duty: Modern Warfare 2",25.3,1,26.75,1,2,61,8,10,2,36.7,27,"Amazing game, but the gameplay is amazing.",1,6
"Call of Duty: Modern Warfare 2",23,1,33.96,1,2,27,10,2,1,25.9,61,"Amazing game, but too many bugs.",1,6
"The Witcher 3: Wild Hunt",30.5,1,52.31,5,2,10,12,3,1,19.6,7,"Amazing game, but the graphics could be better.",2,7
"Rocket League",26.6,3,37.3,1,1,67,11,10,1,20.5,19,"Great game, but too many bugs.",1,10
"Halo Infinite",28.9,4,44.39,3,2,71,1,7,1,18.5,19,"Solid game, but the graphics could be better.",2,6
"Half-Life: Alyx",15.5,1,23.2,4,1,38,8,7,2,13.5,39,"Great game, but the graphics could be better.",1,10
"PokÃ©mon Scarlet & Violet",13.9,1,21.48,2,1,65,7,3,2,15.3,52,"Disappointing game, but too many bugs.",1,1
"Super Mario Odyssey",25.1,2,46.18,5,1,9,2,3,2,8.5,52,"Solid game, but the gameplay is amazing.",1,8
"Just Dance 2024",34.6,3,57.01,1,2,68,4,4,2,16.1,14,"Great game, but the gameplay is amazing.",2,5
"Ghost of Tsushima",28,2,48.27,1,2,62,1,7,2,10.6,44,"Amazing game, but too many bugs.",1,3
